spotify_id,name,artists,daily_rank,daily_movement,country,snapshot_date,is_explicit,duration_ms,danceability,energy,valence,tempo
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,50,0,PH,2023-10-18,True,219724,0.511,0.532,0.35,138.005
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,22,28,PH,2023-10-18,False,231000,0.598,0.786,0.456,95.019
1acVBP8BcK6LTeNeFjfxnh,seasons,wave to earth,21,29,PH,2023-10-18,False,256000,0.333,0.275,0.16,59.157
7jaW3zW1UquUY4I2j7OoAZ,Silly Hoes,"CK YG, HELLMERRY",20,30,PH,2023-10-18,True,179080,0.73,0.578,0.186,88.974
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,19,31,PH,2023-10-18,False,335624,0.627,0.433,0.353,96.016
47OFMuRu5lzJHRbtEXPBbs,Uhaw (Tayong Lahat),Dilaw,18,32,PH,2023-10-18,False,241185,0.635,0.724,0.316,135.927
1t2gvCG4jH1kYE9sX2PrRs,Nahuhulog,Jed Baruelo,17,33,PH,2023-10-18,False,227262,0.612,0.389,0.348,125.091
7b89Ffklm3xh4GI37vlZDZ,Tingin,"Cup of Joe, Janine",16,34,PH,2023-10-18,False,222298,0.624,0.769,0.466,105.099
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",15,35,PH,2023-10-18,True,201812,0.853,0.824,0.888,108.044
47sq83n5WN22ZzYnGn8aTy,Mahika,"Adie, Janine Berdin",14,36,PH,2023-10-18,False,201951,0.635,0.451,0.601,81.976
3gRhGExNITCqVo0mCyqp3m,WELCOME2DTQ,Hev Abi,13,37,PH,2023-10-18,True,179115,0.857,0.421,0.0775,120.014
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,23,27,PH,2023-10-18,False,200255,0.673,0.722,0.519,117.187
61DuXKQqvXkxcrAIiNLIgR,Saan?,Maki,12,38,PH,2023-10-18,False,206500,0.596,0.785,0.695,120.022
6t4krDdBmRmcRH7mb8wPRL,Gusto feat. Al James,"Zack Tabudlo, Al James",10,40,PH,2023-10-18,False,260000,0.608,0.695,0.203,83.965
2K0CH6BtfBtY7wMnsKIuzo,Lihim,Arthur Miguel,9,41,PH,2023-10-18,False,246346,0.48,0.538,0.392,207.924
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,8,42,PH,2023-10-18,False,137773,0.504,0.308,0.121,113.95
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",7,43,PH,2023-10-18,True,184400,0.802,0.832,0.89,124.997
4XSIv5hJzP6kEQqsLli1eE,Kisame,rhodessa,6,44,PH,2023-10-18,False,212608,0.578,0.305,0.197,99.914
0mtkRIAOueeXqHpyahIbtJ,Raining In Manila,Lola Amour,5,45,PH,2023-10-18,False,291070,0.715,0.699,0.612,114.994
01iNOMVE89uKaurFTDZX2Y,homebdy (feat. Madman Stan),"DĖMI, slimedemidemislime, Madman Stan",4,46,PH,2023-10-18,False,141762,0.747,0.441,0.714,121.925
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,3,47,PH,2023-10-18,False,178426,0.552,0.702,0.564,169.994
3kdDccXEVz0snh6mcL4eFj,YK,Cean Jr.,2,48,PH,2023-10-18,False,170263,0.717,0.353,0.538,118.005
2BLdelIp46CHvKkyWeqZHL,ERE,juan karlos,1,49,PH,2023-10-18,True,284812,0.48,0.571,0.257,146.051
0uZFcsx96wzbixsULmrg8o,Pasilyo,SunKissed Lola,11,39,PH,2023-10-18,False,270250,0.71,0.61,0.404,120.032
2LlOeW5rVcvl3QcPNPcDus,Always,Daniel Caesar,24,26,PH,2023-10-18,True,225312,0.603,0.441,0.167,136.137
7bAVndaTleEnfizm6h2d3i,Musika,Dionela,49,1,PH,2023-10-18,False,246666,0.63,0.414,0.501,134.774
4mc3rUoMwwiNTHA4al9nNd,Fallen,Lola Amour,26,24,PH,2023-10-18,False,201806,0.652,0.76,0.615,98.079
6Rv8Ltr2MuAIM3LHF4L8qs,Rapstar,Flow G,48,2,PH,2023-10-18,False,219470,0.709,0.867,0.3,151.966
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,47,3,PH,2023-10-18,False,231826,0.753,0.678,0.583,96.006
3UsQ5xVmuxXhZkJOJbVDed,Malaking P - Rich N**** Shit Remix,E.J,46,4,PH,2023-10-18,True,152066,0.781,0.509,0.522,98.008
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,45,5,PH,2023-10-18,False,248373,0.338,0.562,0.259,149.907
0szRYVD2MwFzQMs58PT1Ec,Para Sa Streets,Hev Abi,44,6,PH,2023-10-18,True,194475,0.808,0.398,0.939,116.985
6gcuJpHu0Ey30D5WR76y98,You & Me,JENNIE,43,7,PH,2023-10-18,False,179164,0.787,0.573,0.575,111.996
0Qra8Ps4tJAZPqRXyehCjc,Heaven Knows - This Angel Has Flown,Orange & Lemons,42,8,PH,2023-10-18,False,241146,0.582,0.506,0.464,93.34
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,41,9,PH,2023-10-18,False,153946,0.644,0.735,0.418,88.98
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,40,10,PH,2023-10-18,False,269256,0.429,0.464,0.375,121.17
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,39,11,PH,2023-10-18,False,154666,0.776,0.817,0.515,149.921
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,12,PH,2023-10-18,False,222369,0.444,0.0911,0.142,78.403
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,25,25,PH,2023-10-18,False,221306,0.359,0.543,0.453,68.534
1K0rybxoxW5svDYwXezXyN,Leonora,Sugarcane,36,14,PH,2023-10-18,False,234052,0.444,0.264,0.4,199.685
16iRlyUMJVPqz62DlomMre,Ikaw Lang,NOBITA,35,15,PH,2023-10-18,False,263500,0.513,0.38,0.323,120.952
5TZKpQFKCbIlWGD8DzHbC6,bad,wave to earth,34,16,PH,2023-10-18,False,263250,0.562,0.551,0.386,135.808
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,33,17,PH,2023-10-18,False,163648,0.74,0.697,0.732,138.992
6FIEuf1JIzmCtach0gXpeG,Tadhana,Up Dharma Down,32,18,PH,2023-10-18,False,222446,0.685,0.322,0.508,155.977
1v8KGf0DdZKIuS0GexqPZC,LWKY,"Teys, SwKeith, Jthekidd, YP",31,19,PH,2023-10-18,True,194911,0.926,0.32,0.381,119.934
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,30,20,PH,2023-10-18,True,131872,0.75,0.733,0.844,111.018
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,29,21,PH,2023-10-18,True,230480,0.864,0.556,0.726,99.974
1M5KNlFaSwG8gDZQCTjFx2,So Fine,Realest Cram,28,22,PH,2023-10-18,True,225882,0.727,0.622,0.444,136.049
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,27,23,PH,2023-10-18,True,201800,0.559,0.551,0.392,143.008
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,37,13,PH,2023-10-18,False,261922,0.532,0.623,0.403,89.937
47sq83n5WN22ZzYnGn8aTy,Mahika,"Adie, Janine Berdin",14,0,PH,2023-10-19,False,201951,0.635,0.451,0.601,81.976
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",15,0,PH,2023-10-19,True,201812,0.853,0.824,0.888,108.044
7b89Ffklm3xh4GI37vlZDZ,Tingin,"Cup of Joe, Janine",16,0,PH,2023-10-19,False,222298,0.624,0.769,0.466,105.099
1t2gvCG4jH1kYE9sX2PrRs,Nahuhulog,Jed Baruelo,17,0,PH,2023-10-19,False,227262,0.612,0.389,0.348,125.091
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,22,0,PH,2023-10-19,False,231000,0.598,0.786,0.456,95.019
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,19,0,PH,2023-10-19,False,335624,0.627,0.433,0.353,96.016
7jaW3zW1UquUY4I2j7OoAZ,Silly Hoes,"CK YG, HELLMERRY",20,0,PH,2023-10-19,True,179080,0.73,0.578,0.186,88.974
1acVBP8BcK6LTeNeFjfxnh,seasons,wave to earth,21,0,PH,2023-10-19,False,256000,0.333,0.275,0.16,59.157
3gRhGExNITCqVo0mCyqp3m,WELCOME2DTQ,Hev Abi,13,0,PH,2023-10-19,True,179115,0.857,0.421,0.0775,120.014
47OFMuRu5lzJHRbtEXPBbs,Uhaw (Tayong Lahat),Dilaw,18,0,PH,2023-10-19,False,241185,0.635,0.724,0.316,135.927
61DuXKQqvXkxcrAIiNLIgR,Saan?,Maki,12,0,PH,2023-10-19,False,206500,0.596,0.785,0.695,120.022
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",7,0,PH,2023-10-19,True,184400,0.802,0.832,0.89,124.997
6t4krDdBmRmcRH7mb8wPRL,Gusto feat. Al James,"Zack Tabudlo, Al James",10,0,PH,2023-10-19,False,260000,0.608,0.695,0.203,83.965
2K0CH6BtfBtY7wMnsKIuzo,Lihim,Arthur Miguel,9,0,PH,2023-10-19,False,246346,0.48,0.538,0.392,207.924
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,8,0,PH,2023-10-19,False,137773,0.504,0.308,0.121,113.95
4XSIv5hJzP6kEQqsLli1eE,Kisame,rhodessa,6,0,PH,2023-10-19,False,212608,0.578,0.305,0.197,99.914
0mtkRIAOueeXqHpyahIbtJ,Raining In Manila,Lola Amour,5,0,PH,2023-10-19,False,291070,0.715,0.699,0.612,114.994
01iNOMVE89uKaurFTDZX2Y,homebdy (feat. Madman Stan),"DĖMI, slimedemidemislime, Madman Stan",4,0,PH,2023-10-19,False,141762,0.747,0.441,0.714,121.925
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,3,0,PH,2023-10-19,False,178426,0.552,0.702,0.564,169.994
3kdDccXEVz0snh6mcL4eFj,YK,Cean Jr.,2,0,PH,2023-10-19,False,170263,0.717,0.353,0.538,118.005
2BLdelIp46CHvKkyWeqZHL,ERE,juan karlos,1,0,PH,2023-10-19,True,284812,0.48,0.571,0.257,146.051
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,23,0,PH,2023-10-19,False,200255,0.673,0.722,0.519,117.187
0uZFcsx96wzbixsULmrg8o,Pasilyo,SunKissed Lola,11,0,PH,2023-10-19,False,270250,0.71,0.61,0.404,120.032
2LlOeW5rVcvl3QcPNPcDus,Always,Daniel Caesar,24,0,PH,2023-10-19,True,225312,0.603,0.441,0.167,136.137
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,25,0,PH,2023-10-19,False,221306,0.359,0.543,0.453,68.534
4mc3rUoMwwiNTHA4al9nNd,Fallen,Lola Amour,26,0,PH,2023-10-19,False,201806,0.652,0.76,0.615,98.079
7bAVndaTleEnfizm6h2d3i,Musika,Dionela,49,0,PH,2023-10-19,False,246666,0.63,0.414,0.501,134.774
6Rv8Ltr2MuAIM3LHF4L8qs,Rapstar,Flow G,48,0,PH,2023-10-19,False,219470,0.709,0.867,0.3,151.966
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,47,0,PH,2023-10-19,False,231826,0.753,0.678,0.583,96.006
3UsQ5xVmuxXhZkJOJbVDed,Malaking P - Rich N**** Shit Remix,E.J,46,0,PH,2023-10-19,True,152066,0.781,0.509,0.522,98.008
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,45,0,PH,2023-10-19,False,248373,0.338,0.562,0.259,149.907
0szRYVD2MwFzQMs58PT1Ec,Para Sa Streets,Hev Abi,44,0,PH,2023-10-19,True,194475,0.808,0.398,0.939,116.985
6gcuJpHu0Ey30D5WR76y98,You & Me,JENNIE,43,0,PH,2023-10-19,False,179164,0.787,0.573,0.575,111.996
0Qra8Ps4tJAZPqRXyehCjc,Heaven Knows - This Angel Has Flown,Orange & Lemons,42,0,PH,2023-10-19,False,241146,0.582,0.506,0.464,93.34
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,41,0,PH,2023-10-19,False,153946,0.644,0.735,0.418,88.98
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,40,0,PH,2023-10-19,False,269256,0.429,0.464,0.375,121.17
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,39,0,PH,2023-10-19,False,154666,0.776,0.817,0.515,149.921
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,50,0,PH,2023-10-19,True,219724,0.511,0.532,0.35,138.005
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,37,0,PH,2023-10-19,False,261922,0.532,0.623,0.403,89.937
1K0rybxoxW5svDYwXezXyN,Leonora,Sugarcane,36,0,PH,2023-10-19,False,234052,0.444,0.264,0.4,199.685
16iRlyUMJVPqz62DlomMre,Ikaw Lang,NOBITA,35,0,PH,2023-10-19,False,263500,0.513,0.38,0.323,120.952
5TZKpQFKCbIlWGD8DzHbC6,bad,wave to earth,34,0,PH,2023-10-19,False,263250,0.562,0.551,0.386,135.808
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,33,0,PH,2023-10-19,False,163648,0.74,0.697,0.732,138.992
6FIEuf1JIzmCtach0gXpeG,Tadhana,Up Dharma Down,32,0,PH,2023-10-19,False,222446,0.685,0.322,0.508,155.977
1v8KGf0DdZKIuS0GexqPZC,LWKY,"Teys, SwKeith, Jthekidd, YP",31,0,PH,2023-10-19,True,194911,0.926,0.32,0.381,119.934
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,30,0,PH,2023-10-19,True,131872,0.75,0.733,0.844,111.018
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,29,0,PH,2023-10-19,True,230480,0.864,0.556,0.726,99.974
1M5KNlFaSwG8gDZQCTjFx2,So Fine,Realest Cram,28,0,PH,2023-10-19,True,225882,0.727,0.622,0.444,136.049
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,27,0,PH,2023-10-19,True,201800,0.559,0.551,0.392,143.008
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,0,PH,2023-10-19,False,222369,0.444,0.0911,0.142,78.403
3gRhGExNITCqVo0mCyqp3m,WELCOME2DTQ,Hev Abi,14,-1,PH,2023-10-20,True,179115,0.857,0.421,0.0775,120.014
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",15,0,PH,2023-10-20,True,201812,0.853,0.824,0.888,108.044
47sq83n5WN22ZzYnGn8aTy,Mahika,"Adie, Janine Berdin",16,-2,PH,2023-10-20,False,201951,0.635,0.451,0.601,81.976
1t2gvCG4jH1kYE9sX2PrRs,Nahuhulog,Jed Baruelo,17,0,PH,2023-10-20,False,227262,0.612,0.389,0.348,125.091
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,22,0,PH,2023-10-20,False,231000,0.598,0.786,0.456,95.019
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,19,0,PH,2023-10-20,False,335624,0.627,0.433,0.353,96.016
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,20,3,PH,2023-10-20,False,200255,0.673,0.722,0.519,117.187
7jaW3zW1UquUY4I2j7OoAZ,Silly Hoes,"CK YG, HELLMERRY",21,-1,PH,2023-10-20,True,179080,0.73,0.578,0.186,88.974
7b89Ffklm3xh4GI37vlZDZ,Tingin,"Cup of Joe, Janine",13,3,PH,2023-10-20,False,222298,0.624,0.769,0.466,105.099
47OFMuRu5lzJHRbtEXPBbs,Uhaw (Tayong Lahat),Dilaw,18,0,PH,2023-10-20,False,241185,0.635,0.724,0.316,135.927
61DuXKQqvXkxcrAIiNLIgR,Saan?,Maki,12,0,PH,2023-10-20,False,206500,0.596,0.785,0.695,120.022
4XSIv5hJzP6kEQqsLli1eE,Kisame,rhodessa,6,0,PH,2023-10-20,False,212608,0.578,0.305,0.197,99.914
6t4krDdBmRmcRH7mb8wPRL,Gusto feat. Al James,"Zack Tabudlo, Al James",10,0,PH,2023-10-20,False,260000,0.608,0.695,0.203,83.965
2K0CH6BtfBtY7wMnsKIuzo,Lihim,Arthur Miguel,9,0,PH,2023-10-20,False,246346,0.48,0.538,0.392,207.924
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,8,0,PH,2023-10-20,False,137773,0.504,0.308,0.121,113.95
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",7,0,PH,2023-10-20,True,184400,0.802,0.832,0.89,124.997
0mtkRIAOueeXqHpyahIbtJ,Raining In Manila,Lola Amour,5,0,PH,2023-10-20,False,291070,0.715,0.699,0.612,114.994
01iNOMVE89uKaurFTDZX2Y,homebdy (feat. Madman Stan),"DĖMI, slimedemidemislime, Madman Stan",4,0,PH,2023-10-20,False,141762,0.747,0.441,0.714,121.925
3kdDccXEVz0snh6mcL4eFj,YK,Cean Jr.,3,-1,PH,2023-10-20,False,170263,0.717,0.353,0.538,118.005
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,2,1,PH,2023-10-20,False,178426,0.552,0.702,0.564,169.994
2BLdelIp46CHvKkyWeqZHL,ERE,juan karlos,1,0,PH,2023-10-20,True,284812,0.48,0.571,0.257,146.051
1acVBP8BcK6LTeNeFjfxnh,seasons,wave to earth,23,-2,PH,2023-10-20,False,256000,0.333,0.275,0.16,59.157
0uZFcsx96wzbixsULmrg8o,Pasilyo,SunKissed Lola,11,0,PH,2023-10-20,False,270250,0.71,0.61,0.404,120.032
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,24,6,PH,2023-10-20,True,131872,0.75,0.733,0.844,111.018
7bAVndaTleEnfizm6h2d3i,Musika,Dionela,50,-1,PH,2023-10-20,False,246666,0.63,0.414,0.501,134.774
4mc3rUoMwwiNTHA4al9nNd,Fallen,Lola Amour,26,0,PH,2023-10-20,False,201806,0.652,0.76,0.615,98.079
2LlOeW5rVcvl3QcPNPcDus,Always,Daniel Caesar,25,-1,PH,2023-10-20,True,225312,0.603,0.441,0.167,136.137
6Rv8Ltr2MuAIM3LHF4L8qs,Rapstar,Flow G,49,-1,PH,2023-10-20,False,219470,0.709,0.867,0.3,151.966
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,48,2,PH,2023-10-20,True,219724,0.511,0.532,0.35,138.005
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,47,-2,PH,2023-10-20,False,248373,0.338,0.562,0.259,149.907
3UsQ5xVmuxXhZkJOJbVDed,Malaking P - Rich N**** Shit Remix,E.J,46,0,PH,2023-10-20,True,152066,0.781,0.509,0.522,98.008
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,45,2,PH,2023-10-20,False,231826,0.753,0.678,0.583,96.006
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,44,-4,PH,2023-10-20,False,269256,0.429,0.464,0.375,121.17
6gcuJpHu0Ey30D5WR76y98,You & Me,JENNIE,42,1,PH,2023-10-20,False,179164,0.787,0.573,0.575,111.996
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,41,0,PH,2023-10-20,False,153946,0.644,0.735,0.418,88.98
0szRYVD2MwFzQMs58PT1Ec,Para Sa Streets,Hev Abi,40,4,PH,2023-10-20,True,194475,0.808,0.398,0.939,116.985
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,39,0,PH,2023-10-20,False,154666,0.776,0.817,0.515,149.921
0Qra8Ps4tJAZPqRXyehCjc,Heaven Knows - This Angel Has Flown,Orange & Lemons,43,-1,PH,2023-10-20,False,241146,0.582,0.506,0.464,93.34
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,37,0,PH,2023-10-20,False,261922,0.532,0.623,0.403,89.937
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,0,PH,2023-10-20,False,222369,0.444,0.0911,0.142,78.403
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,28,1,PH,2023-10-20,True,230480,0.864,0.556,0.726,99.974
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,29,-2,PH,2023-10-20,True,201800,0.559,0.551,0.392,143.008
1M5KNlFaSwG8gDZQCTjFx2,So Fine,Realest Cram,30,-2,PH,2023-10-20,True,225882,0.727,0.622,0.444,136.049
6FIEuf1JIzmCtach0gXpeG,Tadhana,Up Dharma Down,31,1,PH,2023-10-20,False,222446,0.685,0.322,0.508,155.977
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,27,-2,PH,2023-10-20,False,221306,0.359,0.543,0.453,68.534
16iRlyUMJVPqz62DlomMre,Ikaw Lang,NOBITA,33,2,PH,2023-10-20,False,263500,0.513,0.38,0.323,120.952
5TZKpQFKCbIlWGD8DzHbC6,bad,wave to earth,34,0,PH,2023-10-20,False,263250,0.562,0.551,0.386,135.808
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,35,-2,PH,2023-10-20,False,163648,0.74,0.697,0.732,138.992
1K0rybxoxW5svDYwXezXyN,Leonora,Sugarcane,36,0,PH,2023-10-20,False,234052,0.444,0.264,0.4,199.685
1v8KGf0DdZKIuS0GexqPZC,LWKY,"Teys, SwKeith, Jthekidd, YP",32,-1,PH,2023-10-20,True,194911,0.926,0.32,0.381,119.934
61DuXKQqvXkxcrAIiNLIgR,Saan?,Maki,13,-1,PH,2023-10-21,False,206500,0.596,0.785,0.695,120.022
7jaW3zW1UquUY4I2j7OoAZ,Silly Hoes,"CK YG, HELLMERRY",22,-1,PH,2023-10-21,True,179080,0.73,0.578,0.186,88.974
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,21,3,PH,2023-10-21,True,131872,0.75,0.733,0.844,111.018
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,20,-1,PH,2023-10-21,False,335624,0.627,0.433,0.353,96.016
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,19,1,PH,2023-10-21,False,200255,0.673,0.722,0.519,117.187
47OFMuRu5lzJHRbtEXPBbs,Uhaw (Tayong Lahat),Dilaw,18,0,PH,2023-10-21,False,241185,0.635,0.724,0.316,135.927
47sq83n5WN22ZzYnGn8aTy,Mahika,"Adie, Janine Berdin",17,-1,PH,2023-10-21,False,201951,0.635,0.451,0.601,81.976
1t2gvCG4jH1kYE9sX2PrRs,Nahuhulog,Jed Baruelo,16,1,PH,2023-10-21,False,227262,0.612,0.389,0.348,125.091
3gRhGExNITCqVo0mCyqp3m,WELCOME2DTQ,Hev Abi,15,-1,PH,2023-10-21,True,179115,0.857,0.421,0.0775,120.014
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",14,1,PH,2023-10-21,True,201812,0.853,0.824,0.888,108.044
7b89Ffklm3xh4GI37vlZDZ,Tingin,"Cup of Joe, Janine",12,1,PH,2023-10-21,False,222298,0.624,0.769,0.466,105.099
4mc3rUoMwwiNTHA4al9nNd,Fallen,Lola Amour,23,3,PH,2023-10-21,False,201806,0.652,0.76,0.615,98.079
6t4krDdBmRmcRH7mb8wPRL,Gusto feat. Al James,"Zack Tabudlo, Al James",10,0,PH,2023-10-21,False,260000,0.608,0.695,0.203,83.965
2K0CH6BtfBtY7wMnsKIuzo,Lihim,Arthur Miguel,9,0,PH,2023-10-21,False,246346,0.48,0.538,0.392,207.924
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,8,0,PH,2023-10-21,False,137773,0.504,0.308,0.121,113.95
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",7,0,PH,2023-10-21,True,184400,0.802,0.832,0.89,124.997
4XSIv5hJzP6kEQqsLli1eE,Kisame,rhodessa,6,0,PH,2023-10-21,False,212608,0.578,0.305,0.197,99.914
0mtkRIAOueeXqHpyahIbtJ,Raining In Manila,Lola Amour,5,0,PH,2023-10-21,False,291070,0.715,0.699,0.612,114.994
01iNOMVE89uKaurFTDZX2Y,homebdy (feat. Madman Stan),"DĖMI, slimedemidemislime, Madman Stan",4,0,PH,2023-10-21,False,141762,0.747,0.441,0.714,121.925
3kdDccXEVz0snh6mcL4eFj,YK,Cean Jr.,3,0,PH,2023-10-21,False,170263,0.717,0.353,0.538,118.005
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,2,0,PH,2023-10-21,False,178426,0.552,0.702,0.564,169.994
2BLdelIp46CHvKkyWeqZHL,ERE,juan karlos,1,0,PH,2023-10-21,True,284812,0.48,0.571,0.257,146.051
0uZFcsx96wzbixsULmrg8o,Pasilyo,SunKissed Lola,11,0,PH,2023-10-21,False,270250,0.71,0.61,0.404,120.032
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,24,-2,PH,2023-10-21,False,231000,0.598,0.786,0.456,95.019
7bAVndaTleEnfizm6h2d3i,Musika,Dionela,50,0,PH,2023-10-21,False,246666,0.63,0.414,0.501,134.774
2LlOeW5rVcvl3QcPNPcDus,Always,Daniel Caesar,26,-1,PH,2023-10-21,True,225312,0.603,0.441,0.167,136.137
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,49,-5,PH,2023-10-21,False,269256,0.429,0.464,0.375,121.17
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,48,0,PH,2023-10-21,True,219724,0.511,0.532,0.35,138.005
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,47,0,PH,2023-10-21,False,248373,0.338,0.562,0.259,149.907
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,46,-5,PH,2023-10-21,False,153946,0.644,0.735,0.418,88.98
3UsQ5xVmuxXhZkJOJbVDed,Malaking P - Rich N**** Shit Remix,E.J,45,1,PH,2023-10-21,True,152066,0.781,0.509,0.522,98.008
6Rv8Ltr2MuAIM3LHF4L8qs,Rapstar,Flow G,44,5,PH,2023-10-21,False,219470,0.709,0.867,0.3,151.966
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,43,2,PH,2023-10-21,False,231826,0.753,0.678,0.583,96.006
6gcuJpHu0Ey30D5WR76y98,You & Me,JENNIE,42,0,PH,2023-10-21,False,179164,0.787,0.573,0.575,111.996
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,41,-2,PH,2023-10-21,False,154666,0.776,0.817,0.515,149.921
0Qra8Ps4tJAZPqRXyehCjc,Heaven Knows - This Angel Has Flown,Orange & Lemons,40,3,PH,2023-10-21,False,241146,0.582,0.506,0.464,93.34
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,39,-2,PH,2023-10-21,False,261922,0.532,0.623,0.403,89.937
1acVBP8BcK6LTeNeFjfxnh,seasons,wave to earth,25,-2,PH,2023-10-21,False,256000,0.333,0.275,0.16,59.157
0szRYVD2MwFzQMs58PT1Ec,Para Sa Streets,Hev Abi,37,3,PH,2023-10-21,True,194475,0.808,0.398,0.939,116.985
1K0rybxoxW5svDYwXezXyN,Leonora,Sugarcane,36,0,PH,2023-10-21,False,234052,0.444,0.264,0.4,199.685
